N° Layout;Código chapa ERP usada;Descrição da chapa;Classificação da chapa;Espessura chapa e peça;Comprimento chapa;Largura Chapa;m² da chapa;Quantidade de chapa;m³ total plano;Carregamentos;Quantidade por corte;Aproveitamento;Ocupação Máquina;m² total;Custo R$/m²;Tempo corte;Máquina;Deposito;Cortes N1;Cortes N2;Cortes N3;% peça no plano;Código peça ERP;Descrição da peça;Comprimento da peça;Largura da peça;m² líquido peça; Quantidade programada;m² líquido total peça;m³ líquido total peça;m² bruto peça;Quantidade produzida;Peças superprodução;m² superprodução;Data embalagem;Referência do item;Lote;Lógica Ardis;Código chapa ERP Cadastro;Nível;Prioridade;Comprimento peça final;Largura peça final;% produzido;Nome arquivo data;Tipo dado;Usuário;Data processamento;Hora processamento;Unidade;Descrição Peça 2
4;2011000012021;AGLOM 12MM (2750x1850);AGLOM 12MM;12;2750;1850;5.0875;10;0.61;1;10;87.65;100;50.875;11.1112;  0:28;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;38500;16312;220;;;;;;;;;;;;;;;;;;;;;;;;15072022_083436_190722 - 3_FV_data;DATA_LAYOUT;Ardis;15/07/2022;  8:34;Fábrica Vermelha;
4;2011000012021;AGLOM 12MM (2750x1850);AGLOM 12MM;12;2750;1850;5.0875;10;0.61;1;10;87.65;100;50.875;11.1112;  0:28;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;38500;16312;220;6.08096;242412600903;COSTA GAV G2412;493;110;0.05423;50;2.7115;0.032538;3.093630048;120;0;0;19/07/22;G24126RM8N1.1;1120805;;2011000012021;0;0;493;110;41.7 %;15072022_083436_190722 - 3_FV_data;DATA_PEÇA;Ardis;15/07/2022;  8:34;Fábrica Vermelha;COSTA GAV G24126RM
4;2011000012021;AGLOM 12MM (2750x1850);AGLOM 12MM;12;2750;1850;5.0875;10;0.61;1;10;87.65;100;50.875;11.1112;  0:28;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;38500;16312;220;28.40951;242412608N08;LATERAL DIR BAL;645;491;0.316695;40;12.6678;0.1520136;14.453065361;502;2;0.72;19/07/22;G24126RM8N1.1;1120805;;2011000012021;0;0;645;491;37.6 %;15072022_083436_190722 - 3_FV_data;DATA_PEÇA;Ardis;15/07/2022;  8:34;Fábrica Vermelha;LATERAL DIR BALCAO
4;2011000012021;AGLOM 12MM (2750x1850);AGLOM 12MM;12;2750;1850;5.0875;10;0.61;1;10;87.65;100;50.875;11.1112;  0:28;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;38500;16312;220;1.0139;203432010901;COSTA GAV 3201;411;110;0.04521;10;0.4521;0.0054252;0.515814178;51;0;0;20/07/22;3201091;1120799;;2011000012021;0;3;411;110;19.6 %;15072022_083436_190722 - 3_FV_data;DATA_PEÇA;Ardis;15/07/2022;  8:34;Fábrica Vermelha;COSTA GAV 3201
4;2011000012021;AGLOM 12MM (2750x1850);AGLOM 12MM;12;2750;1850;5.0875;10;0.61;1;10;87.65;100;50.875;11.1112;  0:28;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;38500;16312;220;32.90298;242412600019;TRAVESSA MENOR;574;142;0.081508;180;14.67144;0.17605728;16.739077129;245;1;0.09;19/07/22;G24126RM8N1.1;1120805;;2011000012021;0;0;574;142;85.3 %;15072022_083436_190722 - 3_FV_data;DATA_PEÇA;Ardis;15/07/2022;  8:34;Fábrica Vermelha;TRAVESSA MENOR G24126RM
4;2011000012021;AGLOM 12MM (2750x1850);AGLOM 12MM;12;2750;1850;5.0875;10;0.61;1;10;87.65;100;50.875;11.1112;  0:28;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;38500;16312;220;31.59453;242007700919;TIRA BALCAO G20;1174;60;0.07044;200;14.088;0.169056;16.073413284;892;4;0.32;19/07/22;G24120RM8N1.1;1121550;;2011000012021;0;0;1174;60;*****;15072022_083436_190722 - 3_FV_data;DATA_PEÇA;Ardis;15/07/2022;  8:34;Fábrica Vermelha;TIRA BALCAO G20077
5;2011000012021;AGLOM 12MM (2750x1850);AGLOM 12MM;12;2750;1850;5.0875;18;1.1;2;10;91.24;90;91.575;11.1112;  0:26;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;11000;11976;788;;;;;;;;;;;;;;;;;;;;;;;;15072022_083436_190722 - 3_FV_data;DATA_LAYOUT;Ardis;15/07/2022;  8:34;Fábrica Vermelha;
5;2011000012021;AGLOM 12MM (2750x1850);AGLOM 12MM;12;2750;1850;5.0875;18;1.1;2;10;91.24;90;91.575;11.1112;  0:26;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;11000;11976;788;95.50878;242412608N08;LATERAL DIR BAL;645;491;0.316695;252;79.80714;0.95768568;87.467185115;502;2;0.69;19/07/22;G24126RM8N1.1;1120805;;2011000012021;0;0;645;491;87.8 %;15072022_083436_190722 - 3_FV_data;DATA_PEÇA;Ardis;15/07/2022;  8:34;Fábrica Vermelha;LATERAL DIR BALCAO
5;2011000012021;AGLOM 12MM (2750x1850);AGLOM 12MM;12;2750;1850;5.0875;18;1.1;2;10;91.24;90;91.575;11.1112;  0:26;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;11000;11976;788;0.97389;203432010901;COSTA GAV 3201;411;110;0.04521;18;0.81378;0.00976536;0.891888193;51;0;0;20/07/22;3201091;1120799;;2011000012021;0;3;411;110;54.9 %;15072022_083436_190722 - 3_FV_data;DATA_PEÇA;Ardis;15/07/2022;  8:34;Fábrica Vermelha;COSTA GAV 3201
5;2011000012021;AGLOM 12MM (2750x1850);AGLOM 12MM;12;2750;1850;5.0875;18;1.1;2;10;91.24;90;91.575;11.1112;  0:26;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;11000;11976;788;3.51159;242412600019;TRAVESSA MENOR;574;142;0.081508;36;2.934288;0.035211456;3.215926691;245;1;0.09;19/07/22;G24126RM8N1.1;1120805;;2011000012021;0;0;574;142;*****;15072022_083436_190722 - 3_FV_data;DATA_PEÇA;Ardis;15/07/2022;  8:34;Fábrica Vermelha;TRAVESSA MENOR G24126RM
6;2011000012021;AGLOM 12MM (2750x1850);AGLOM 12MM;12;2750;1850;5.0875;10;0.61;1;10;93.13;100;50.875;11.1112;  0:18;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;16500;12072;880;;;;;;;;;;;;;;;;;;;;;;;;15072022_083436_190722 - 3_FV_data;DATA_LAYOUT;Ardis;15/07/2022;  8:34;Fábrica Vermelha;
6;2011000012021;AGLOM 12MM (2750x1850);AGLOM 12MM;12;2750;1850;5.0875;10;0.61;1;10;93.13;100;50.875;11.1112;  0:18;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;16500;12072;880;3.18489;242412608N11;MONTANTE G24126;503;60;0.03018;50;1.509;0.018108;1.62032381;500;0;0;19/07/22;G24126RM8N1.1;1120805;;2011000012021;0;0;503;60;10 %;15072022_083436_190722 - 3_FV_data;DATA_PEÇA;Ardis;15/07/2022;  8:34;Fábrica Vermelha;MONTANTE G24126RM
6;2011000012021;AGLOM 12MM (2750x1850);AGLOM 12MM;12;2750;1850;5.0875;10;0.61;1;10;93.13;100;50.875;11.1112;  0:18;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;16500;12072;880;8.01203;242412600903;COSTA GAV G2412;493;110;0.05423;70;3.7961;0.0455532;4.076150573;120;0;0;19/07/22;G24126RM8N1.1;1120805;;2011000012021;0;0;493;110;*****;15072022_083436_190722 - 3_FV_data;DATA_PEÇA;Ardis;15/07/2022;  8:34;Fábrica Vermelha;COSTA GAV G24126RM
6;2011000012021;AGLOM 12MM (2750x1850);AGLOM 12MM;12;2750;1850;5.0875;10;0.61;1;10;93.13;100;50.875;11.1112;  0:18;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;16500;12072;880;40.77331;242412608N08;LATERAL DIR BAL;645;491;0.316695;61;19.318395;0.23182074;20.743575472;502;2;0.68;19/07/22;G24126RM8N1.1;1120805;;2011000012021;0;0;645;491;*****;15072022_083436_190722 - 3_FV_data;DATA_PEÇA;Ardis;15/07/2022;  8:34;Fábrica Vermelha;LATERAL DIR BALCAO
6;2011000012021;AGLOM 12MM (2750x1850);AGLOM 12MM;12;2750;1850;5.0875;10;0.61;1;10;93.13;100;50.875;11.1112;  0:18;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;16500;12072;880;46.12063;242412608N09;LATERAL ESQ BAL;645;491;0.316695;69;21.851955;0.26222346;23.464044387;501;1;0.34;19/07/22;G24126RM8N1.1;1120805;;2011000012021;0;0;645;491;13.8 %;15072022_083436_190722 - 3_FV_data;DATA_PEÇA;Ardis;15/07/2022;  8:34;Fábrica Vermelha;LATERAL ESQ BALCAO
6;2011000012021;AGLOM 12MM (2750x1850);AGLOM 12MM;12;2750;1850;5.0875;10;0.61;1;10;93.13;100;50.875;11.1112;  0:18;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;16500;12072;880;1.9084;203432010901;COSTA GAV 3201;411;110;0.04521;20;0.9042;0.0108504;0.970905758;51;0;0;20/07/22;3201091;1120799;;2011000012021;0;3;411;110;94.1 %;15072022_083436_190722 - 3_FV_data;DATA_PEÇA;Ardis;15/07/2022;  8:34;Fábrica Vermelha;COSTA GAV 3201
7;2011000012021;AGLOM 12MM (2750x1850);AGLOM 12MM;12;2750;1850;5.0875;30;1.83;3;10;89.82;100;152.625;11.1112;  0:44;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;19250;9860;0;;;;;;;;;;;;;;;;;;;;;;;;15072022_083436_190722 - 3_FV_data;DATA_LAYOUT;Ardis;15/07/2022;  8:34;Fábrica Vermelha;
7;2011000012021;AGLOM 12MM (2750x1850);AGLOM 12MM;12;2750;1850;5.0875;30;1.83;3;10;89.82;100;152.625;11.1112;  0:44;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;19250;9860;0;9.90663;242412608N11;MONTANTE G24126;503;60;0.03018;450;13.581;0.162972;15.11976898;500;0;0;19/07/22;G24126RM8N1.1;1120805;;2011000012021;0;0;503;60;*****;15072022_083436_190722 - 3_FV_data;DATA_PEÇA;Ardis;15/07/2022;  8:34;Fábrica Vermelha;MONTANTE G24126RM
7;2011000012021;AGLOM 12MM (2750x1850);AGLOM 12MM;12;2750;1850;5.0875;30;1.83;3;10;89.82;100;152.625;11.1112;  0:44;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;19250;9860;0;90.09486;242412608N09;LATERAL ESQ BAL;645;491;0.316695;390;123.51105;1.4821326;137.50523102;501;1;0.35;19/07/22;G24126RM8N1.1;1120805;;2011000012021;0;0;645;491;91.6 %;15072022_083436_190722 - 3_FV_data;DATA_PEÇA;Ardis;15/07/2022;  8:34;Fábrica Vermelha;LATERAL ESQ BALCAO
8;2011000012021;AGLOM 12MM (2750x1850);AGLOM 12MM;12;2750;1850;5.0875;3;0.18;1;10;88.04;30;15.2625;11.1112;  0:10;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;11000;10686;220;;;;;;;;;;;;;;;;;;;;;;;;15072022_083436_190722 - 3_FV_data;DATA_LAYOUT;Ardis;15/07/2022;  8:34;Fábrica Vermelha;
8;2011000012021;AGLOM 12MM (2750x1850);AGLOM 12MM;12;2750;1850;5.0875;3;0.18;1;10;88.04;30;15.2625;11.1112;  0:10;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;11000;10686;220;98.96719;242412608N09;LATERAL ESQ BAL;645;491;0.316695;42;13.30119;0.15961428;15.108441757;501;1;0.36;19/07/22;G24126RM8N1.1;1120805;;2011000012021;0;0;645;491;*****;15072022_083436_190722 - 3_FV_data;DATA_PEÇA;Ardis;15/07/2022;  8:34;Fábrica Vermelha;LATERAL ESQ BALCAO
8;2011000012021;AGLOM 12MM (2750x1850);AGLOM 12MM;12;2750;1850;5.0875;3;0.18;1;10;88.04;30;15.2625;11.1112;  0:10;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;11000;10686;220;1.00915;203432010901;COSTA GAV 3201;411;110;0.04521;3;0.13563;0.00162756;0.154058243;51;0;0;20/07/22;3201091;1120799;;2011000012021;0;3;411;110;*****;15072022_083436_190722 - 3_FV_data;DATA_PEÇA;Ardis;15/07/2022;  8:34;Fábrica Vermelha;COSTA GAV 3201
