N° Layout;Código chapa ERP usada;Descrição da chapa;Classificação da chapa;Espessura chapa e peça;Comprimento chapa;Largura Chapa;m² da chapa;Quantidade de chapa;m³ total plano;Carregamentos;Quantidade por corte;Aproveitamento;Ocupação Máquina;m² total;Custo R$/m²;Tempo corte;Máquina;Deposito;Cortes N1;Cortes N2;Cortes N3;% peça no plano;Código peça ERP;Descrição da peça;Comprimento da peça;Largura da peça;m² líquido peça; Quantidade programada;m² líquido total peça;m³ líquido total peça;m² bruto peça;Quantidade produzida;Peças superprodução;m² superprodução;Data embalagem;Referência do item;Lote;Lógica Ardis;Código chapa ERP Cadastro;Nível;Prioridade;Comprimento peça final;Largura peça final;% produzido;Nome arquivo data;Tipo dado;Usuário;Data processamento;Hora processamento;Unidade;Descrição Peça 2
1;2011000012021;AGLOM 12MM (2750x1850);AGLOM 12MM;12;2750;1850;5.0875;150;9.16;15;10;94.18;100;763.125;13.4046;  2:18;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;11000;14764;0;;;;;;;;;;;;;;;;;;;;;;;;20220926_100459_280922 -3_FV_data;DATA_LAYOUT;Ardis;26/09/2022; 10:04;FV;TIRA FRONTAL G20123
1;2011000012021;AGLOM 12MM (2750x1850);AGLOM 12MM;12;2750;1850;5.0875;150;9.16;15;10;94.18;100;763.125;13.4046;  2:18;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;11000;14764;0;2.94031;242012300969;TIRA FRONTAL G2;1174;60;0.07044;300;21.132;0.253584;22.438191638;300;0;0;28/09/22;G20123509B2.2;1129014;;2011000012021;0;0;1174;60;*****;20220926_100459_280922 -3_FV_data;DATA_PECA;Ardis;26/09/2022; 10:04;FV;TIRA FRONTAL G20123
1;2011000012021;AGLOM 12MM (2750x1850);AGLOM 12MM;12;2750;1850;5.0875;150;9.16;15;10;94.18;100;763.125;13.4046;  2:18;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;11000;14764;0;2.39599;242012300966;RODAPE COLUNA G;574;200;0.1148;150;17.22;0.20664;18.284386713;300;0;0;28/09/22;G20123509B2.2;1129014;;2011000012014;0;0;574;200;50 %;20220926_100459_280922 -3_FV_data;DATA_PECA;Ardis;26/09/2022; 10:04;FV;RODAPE COLUNA G20123
1;2011000012021;AGLOM 12MM (2750x1850);AGLOM 12MM;12;2750;1850;5.0875;150;9.16;15;10;94.18;100;763.125;13.4046;  2:18;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;11000;14764;0;11.7164;242012300968;TAMPO SUP COLUN;574;489;0.280686;300;84.2058;1.0104696;89.410651024;300;0;0;28/09/22;G2012350092.1;1131520;;2011000012021;0;0;574;489;*****;20220926_100459_280922 -3_FV_data;DATA_PECA;Ardis;26/09/2022; 10:04;FV;TAMPO SUP COLUNA G20123
1;2011000012021;AGLOM 12MM (2750x1850);AGLOM 12MM;12;2750;1850;5.0875;150;9.16;15;10;94.18;100;763.125;13.4046;  2:18;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;11000;14764;0;11.7164;242012300942;BASE COLUNA G20;574;489;0.280686;300;84.2058;1.0104696;89.410651024;300;0;0;28/09/22;G20123509B2.2;1129014;;2011000012021;0;0;574;489;*****;20220926_100459_280922 -3_FV_data;DATA_PECA;Ardis;26/09/2022; 10:04;FV;BASE COLUNA G20123
1;2011000012021;AGLOM 12MM (2750x1850);AGLOM 12MM;12;2750;1850;5.0875;150;9.16;15;10;94.18;100;763.125;13.4046;  2:18;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;11000;14764;0;5.8582;242012300967;TAMPO INTERMEDI;574;489;0.280686;150;42.1029;0.5052348;44.705325512;600;0;0;28/09/22;G20123509B2.2;1129014;;2011000012014;0;0;574;489;25 %;20220926_100459_280922 -3_FV_data;DATA_PECA;Ardis;26/09/2022; 10:04;FV;TAMPO INTERMEDI?RIO SUP G20123
1;2011000012021;AGLOM 12MM (2750x1850);AGLOM 12MM;12;2750;1850;5.0875;150;9.16;15;10;94.18;100;763.125;13.4046;  2:18;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;11000;14764;0;2.94031;242012300071;TIRA TRASEIRA G;1174;60;0.07044;300;21.132;0.253584;22.438191638;300;0;0;28/09/22;G20123509B2.2;1129014;;2011000012014;0;0;1174;60;*****;20220926_100459_280922 -3_FV_data;DATA_PECA;Ardis;26/09/2022; 10:04;FV;TIRA TRASEIRA G20123
1;2011000012021;AGLOM 12MM (2750x1850);AGLOM 12MM;12;2750;1850;5.0875;150;9.16;15;10;94.18;100;763.125;13.4046;  2:18;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;11000;14764;0;9.80103;242012300965;RODAPE BALCAO G;1174;200;0.2348;300;70.44;0.84528;74.793972127;300;0;0;28/09/22;G2012350092.1;1131520;;2011000012014;0;0;1174;200;*****;20220926_100459_280922 -3_FV_data;DATA_PECA;Ardis;26/09/2022; 10:04;FV;RODAPE BALCAO G20123
1;2011000012021;AGLOM 12MM (2750x1850);AGLOM 12MM;12;2750;1850;5.0875;150;9.16;15;10;94.18;100;763.125;13.4046;  2:18;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;11000;14764;0;23.96352;242012300941;BASE BALCAO G20;1174;489;0.574086;300;172.2258;2.0667096;182.871261851;300;0;0;28/09/22;G2012350092.1;1131520;;2011000012021;0;0;1174;489;*****;20220926_100459_280922 -3_FV_data;DATA_PECA;Ardis;26/09/2022; 10:04;FV;BASE BALCAO G20123
1;2011000012021;AGLOM 12MM (2750x1850);AGLOM 12MM;12;2750;1850;5.0875;150;9.16;15;10;94.18;100;763.125;13.4046;  2:18;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;11000;14764;0;14.33401;242012300943;BASE AEREO G201;1174;585;0.68679;150;103.0185;1.236222;109.386184236;150;0;0;28/09/22;G2012350092.1;1131520;;2011000012014;0;0;1174;289;*****;20220926_100459_280922 -3_FV_data;DATA_PECA;Ardis;26/09/2022; 10:04;FV;BASE AEREO G20123
