N° Layout;Código chapa ERP usada;Descrição da chapa;Classificação da chapa;Espessura chapa e peça;Comprimento chapa;Largura Chapa;m² da chapa;Quantidade de chapa;m³ total plano;Carregamentos;Quantidade por corte;Aproveitamento;Ocupação Máquina;m² total;Custo R$/m²;Tempo corte;Máquina;Deposito;Cortes N1;Cortes N2;Cortes N3;% peça no plano;Código peça ERP;Descrição da peça;Comprimento da peça;Largura da peça;m² líquido peça; Quantidade programada;m² líquido total peça;m³ líquido total peça;m² bruto peça;Quantidade produzida;Peças superprodução;m² superprodução;Data embalagem;Referência do item;Lote;Lógica Ardis;Código chapa ERP Cadastro;Nível;Prioridade;Comprimento peça final;Largura peça final;% produzido;Nome arquivo data;Tipo dado;Usuário;Data processamento;Hora processamento;Unidade;Descrição Peça 2
1;2011000015039;AGLOM 15MM (2750x2200);AGLOM 15MM;15;2750;2200;6.05;30;2.72;4;8;94.03;93.75;181.5;12.7417;  1:03;GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;13750;13684;600;;;;;;;;;;;;;;;;;;;;;;;;04072022_145229_060722 - 10_FV_data;DATA_LAYOUT;Ardis;04/07/2022; 14:52;Fábrica Vermelha;
1;2011000015039;AGLOM 15MM (2750x2200);AGLOM 15MM;15;2750;2200;6.05;30;2.72;4;8;94.03;93.75;181.5;12.7417;  1:03;GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;13750;13684;600;2.08265;2425606009P4;LATERAL DIR G25;403;294;0.118482;30;3.55446;0.0533169;3.779999114;75;0;0;08/07/22;G25606PR091.1;1118045;;2011000015022;0;3;403;294;40 %;04072022_145229_060722 - 10_FV_data;DATA_PEÇA;Ardis;04/07/2022; 14:52;Fábrica Vermelha;LATERAL DIR G25606PR
1;2011000015039;AGLOM 15MM (2750x2200);AGLOM 15MM;15;2750;2200;6.05;30;2.72;4;8;94.03;93.75;181.5;12.7417;  1:03;GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;13750;13684;600;10.82152;242675100909;PORTA SUSP G267;698;294;0.205212;90;18.46908;0.2770362;19.640987953;388;0;0;06/07/22;G26751RM092.2;1118567;;2011000015022;0;0;698;294;23.2 %;04072022_145229_060722 - 10_FV_data;DATA_PEÇA;Ardis;04/07/2022; 14:52;Fábrica Vermelha;
1;2011000015039;AGLOM 15MM (2750x2200);AGLOM 15MM;15;2750;2200;6.05;30;2.72;4;8;94.03;93.75;181.5;12.7417;  1:03;GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;13750;13684;600;22.54456;242470005ZP6;PRATELEIRA MOVE;668;480;0.32064;120;38.4768;0.577152;40.918246348;300;0;0;06/07/22;G26755PR5Z1.1;1117655;;2011000015022;0;0;668;480;40 %;04072022_145229_060722 - 10_FV_data;DATA_PEÇA;Ardis;04/07/2022; 14:52;Fábrica Vermelha;
1;2011000015039;AGLOM 15MM (2750x2200);AGLOM 15MM;15;2750;2200;6.05;30;2.72;4;8;94.03;93.75;181.5;12.7417;  1:03;GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;13750;13684;600;60.8708;2426751009R1;BASE G26751RM;701;494;0.346294;300;103.8882;1.558323;110.480158439;400;0;0;06/07/22;G26751RM092.2;1118567;;2011000015022;0;0;701;494;75 %;04072022_145229_060722 - 10_FV_data;DATA_PEÇA;Ardis;04/07/2022; 14:52;Fábrica Vermelha;
1;2011000015039;AGLOM 15MM (2750x2200);AGLOM 15MM;15;2750;2200;6.05;30;2.72;4;8;94.03;93.75;181.5;12.7417;  1:03;GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;13750;13684;600;3.68079;242470005ZP8;RODAPE FRONTAL;698;150;0.1047;60;6.282;0.09423;6.680608147;60;0;0;06/07/22;G26755PR5Z1.1;1117655;;2011000015022;0;0;698;150;*****;04072022_145229_060722 - 10_FV_data;DATA_PEÇA;Ardis;04/07/2022; 14:52;Fábrica Vermelha;
2;2011000015039;AGLOM 15MM (2750x2200);AGLOM 15MM;15;2750;2200;6.05;40;3.63;5;8;92.66;100;242;12.7417;  1:11;GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;13750;13684;600;;;;;;;;;;;;;;;;;;;;;;;;04072022_145229_060722 - 10_FV_data;DATA_LAYOUT;Ardis;04/07/2022; 14:52;Fábrica Vermelha;
2;2011000015039;AGLOM 15MM (2750x2200);AGLOM 15MM;15;2750;2200;6.05;40;3.63;5;8;92.66;100;242;12.7417;  1:11;GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;13750;13684;600;2.11339;2425606009P4;LATERAL DIR G25;403;294;0.118482;40;4.73928;0.0710892;5.114436149;75;0;0;08/07/22;G25606PR091.1;1118045;;2011000015022;0;3;403;294;93.3 %;04072022_145229_060722 - 10_FV_data;DATA_PEÇA;Ardis;04/07/2022; 14:52;Fábrica Vermelha;LATERAL DIR G25606PR
2;2011000015039;AGLOM 15MM (2750x2200);AGLOM 15MM;15;2750;2200;6.05;40;3.63;5;8;92.66;100;242;12.7417;  1:11;GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;13750;13684;600;10.98124;242675100909;PORTA SUSP G267;698;294;0.205212;120;24.62544;0.3693816;26.574762523;388;0;0;06/07/22;G26751RM092.2;1118567;;2011000015022;0;0;698;294;54.1 %;04072022_145229_060722 - 10_FV_data;DATA_PEÇA;Ardis;04/07/2022; 14:52;Fábrica Vermelha;
2;2011000015039;AGLOM 15MM (2750x2200);AGLOM 15MM;15;2750;2200;6.05;40;3.63;5;8;92.66;100;242;12.7417;  1:11;GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;13750;13684;600;22.87732;242470005ZP6;PRATELEIRA MOVE;668;480;0.32064;160;51.3024;0.769536;55.363441093;300;0;0;06/07/22;G26755PR5Z1.1;1117655;;2011000015022;0;0;668;480;93.3 %;04072022_145229_060722 - 10_FV_data;DATA_PEÇA;Ardis;04/07/2022; 14:52;Fábrica Vermelha;
2;2011000015039;AGLOM 15MM (2750x2200);AGLOM 15MM;15;2750;2200;6.05;40;3.63;5;8;92.66;100;242;12.7417;  1:11;GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;13750;13684;600;15.44232;2426751009R1;BASE G26751RM;701;494;0.346294;100;34.6294;0.519441;37.370624903;400;0;0;06/07/22;G26751RM092.2;1118567;;2011000015022;0;0;701;494;*****;04072022_145229_060722 - 10_FV_data;DATA_PEÇA;Ardis;04/07/2022; 14:52;Fábrica Vermelha;
2;2011000015039;AGLOM 15MM (2750x2200);AGLOM 15MM;15;2750;2200;6.05;40;3.63;5;8;92.66;100;242;12.7417;  1:11;GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;13750;13684;600;46.32696;242470005ZP1;BASE G247**;701;494;0.346294;300;103.8882;1.558323;112.111874708;300;0;0;06/07/22;G26755PR5Z1.1;1117655;;2011000015022;0;0;701;494;*****;04072022_145229_060722 - 10_FV_data;DATA_PEÇA;Ardis;04/07/2022; 14:52;Fábrica Vermelha;
2;2011000015039;AGLOM 15MM (2750x2200);AGLOM 15MM;15;2750;2200;6.05;40;3.63;5;8;92.66;100;242;12.7417;  1:11;GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;13750;13684;600;2.25819;2424200009P7;RODAPE LATERAL;422;150;0.0633;80;5.064;0.07596;5.464860624;80;0;0;08/07/22;G26655PR091.1;1120843;;2011000015022;0;3;422;150;*****;04072022_145229_060722 - 10_FV_data;DATA_PEÇA;Ardis;04/07/2022; 14:52;Fábrica Vermelha;RODAPE LATERAL
3;2011000015039;AGLOM 15MM (2750x2200);AGLOM 15MM;15;2750;2200;6.05;44;3.99;6;8;93.94;91.67;266.2;12.7417;  1:00;GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;16500;10815;0;;;;;;;;;;;;;;;;;;;;;;;;04072022_145229_060722 - 10_FV_data;DATA_LAYOUT;Ardis;04/07/2022; 14:52;Fábrica Vermelha;
3;2011000015039;AGLOM 15MM (2750x2200);AGLOM 15MM;15;2750;2200;6.05;44;3.99;6;8;93.94;91.67;266.2;12.7417;  1:00;GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;16500;10815;0;30.56644;242675100908;PORTA DIR G2675;348;624;0.217152;352;76.437504;1.14656256;81.367342841;398;0;0;06/07/22;G26751RM092.2;1118567;;2011000015022;0;0;348;624;88.4 %;04072022_145229_060722 - 10_FV_data;DATA_PEÇA;Ardis;04/07/2022; 14:52;Fábrica Vermelha;
3;2011000015039;AGLOM 15MM (2750x2200);AGLOM 15MM;15;2750;2200;6.05;44;3.99;6;8;93.94;91.67;266.2;12.7417;  1:00;GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;16500;10815;0;17.2424;242675005ZP1;TAMPO G26750;668;489;0.326652;132;43.118064;0.64677096;45.898964677;297;0;0;06/07/22;G26755PR5Z1.1;1117655;;2011000015022;0;0;668;489;44.4 %;04072022_145229_060722 - 10_FV_data;DATA_PEÇA;Ardis;04/07/2022; 14:52;Fábrica Vermelha;
3;2011000015039;AGLOM 15MM (2750x2200);AGLOM 15MM;15;2750;2200;6.05;44;3.99;6;8;93.94;91.67;266.2;12.7417;  1:00;GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;16500;10815;0;52.19181;242675100913;TAMPO FORNO G26;674;489;0.329586;396;130.516056;1.95774084;138.933692482;399;0;0;06/07/22;G26751RM092.2;1118567;;2011000015022;0;0;674;489;99.2 %;04072022_145229_060722 - 10_FV_data;DATA_PEÇA;Ardis;04/07/2022; 14:52;Fábrica Vermelha;
4;2011000015039;AGLOM 15MM (2750x2200);AGLOM 15MM;15;2750;2200;6.05;1;0.09;1;8;95.46;12.5;6.05;12.7417;  0:09;GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;13750;14315;0;;;;;;;;;;;;;;;;;;;;;;;;04072022_145229_060722 - 10_FV_data;DATA_LAYOUT;Ardis;04/07/2022; 14:52;Fábrica Vermelha;
4;2011000015039;AGLOM 15MM (2750x2200);AGLOM 15MM;15;2750;2200;6.05;1;0.09;1;8;95.46;12.5;6.05;12.7417;  0:09;GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;13750;14315;0;50.86277;242675005ZP1;TAMPO G26750;668;489;0.326652;9;2.939868;0.04409802;3.079576953;297;0;0;06/07/22;G26755PR5Z1.1;1117655;;2011000015022;0;0;668;489;47.5 %;04072022_145229_060722 - 10_FV_data;DATA_PEÇA;Ardis;04/07/2022; 14:52;Fábrica Vermelha;
4;2011000015039;AGLOM 15MM (2750x2200);AGLOM 15MM;15;2750;2200;6.05;1;0.09;1;8;95.46;12.5;6.05;12.7417;  0:09;GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;13750;14315;0;17.10654;242675100913;TAMPO FORNO G26;674;489;0.329586;3;0.988758;0.01483137;1.035745941;399;0;0;06/07/22;G26751RM092.2;1118567;;2011000015022;0;0;674;489;*****;04072022_145229_060722 - 10_FV_data;DATA_PEÇA;Ardis;04/07/2022; 14:52;Fábrica Vermelha;
4;2011000015039;AGLOM 15MM (2750x2200);AGLOM 15MM;15;2750;2200;6.05;1;0.09;1;8;95.46;12.5;6.05;12.7417;  0:09;GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;13750;14315;0;31.95343;242675100909;PORTA SUSP G267;698;294;0.205212;9;1.846908;0.02770362;1.934677105;388;0;0;06/07/22;G26751RM092.2;1118567;;2011000015022;0;0;698;294;56.4 %;04072022_145229_060722 - 10_FV_data;DATA_PEÇA;Ardis;04/07/2022; 14:52;Fábrica Vermelha;
5;2011000015039;AGLOM 15MM (2750x2200);AGLOM 15MM;15;2750;2200;6.05;55;4.99;7;8;93.5;98.21;332.75;12.7417;  1:10;GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;16500;10815;0;;;;;;;;;;;;;;;;;;;;;;;;04072022_145229_060722 - 10_FV_data;DATA_LAYOUT;Ardis;04/07/2022; 14:52;Fábrica Vermelha;
5;2011000015039;AGLOM 15MM (2750x2200);AGLOM 15MM;15;2750;2200;6.05;55;4.99;7;8;93.5;98.21;332.75;12.7417;  1:10;GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;16500;10815;0;3.21045;242675100908;PORTA DIR G2675;348;624;0.217152;46;9.988992;0.14983488;10.682866234;398;0;0;06/07/22;G26751RM092.2;1118567;;2011000015022;0;0;348;624;*****;04072022_145229_060722 - 10_FV_data;DATA_PEÇA;Ardis;04/07/2022; 14:52;Fábrica Vermelha;
5;2011000015039;AGLOM 15MM (2750x2200);AGLOM 15MM;15;2750;2200;6.05;55;4.99;7;8;93.5;98.21;332.75;12.7417;  1:10;GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;16500;10815;0;27.4982;2426751009R8;PORTA ESQ G2675;348;624;0.217152;394;85.557888;1.28336832;91.501071656;400;0;0;06/07/22;G26751RM092.2;1118567;;2011000015022;0;0;348;624;98.5 %;04072022_145229_060722 - 10_FV_data;DATA_PEÇA;Ardis;04/07/2022; 14:52;Fábrica Vermelha;
5;2011000015039;AGLOM 15MM (2750x2200);AGLOM 15MM;15;2750;2200;6.05;55;4.99;7;8;93.5;98.21;332.75;12.7417;  1:10;GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;16500;10815;0;16.37774;242675005ZP1;TAMPO G26750;668;489;0.326652;156;50.957712;0.76436568;54.497432862;297;0;0;06/07/22;G26755PR5Z1.1;1117655;;2011000015022;0;0;668;489;*****;04072022_145229_060722 - 10_FV_data;DATA_PEÇA;Ardis;04/07/2022; 14:52;Fábrica Vermelha;
5;2011000015039;AGLOM 15MM (2750x2200);AGLOM 15MM;15;2750;2200;6.05;55;4.99;7;8;93.5;98.21;332.75;12.7417;  1:10;GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;16500;10815;0;31.49566;242675005ZP2;TAMPO INTERM G2;668;489;0.326652;300;97.9956;1.469934;104.802755505;300;0;0;06/07/22;G26755PR5Z1.1;1117655;;2011000015022;0;0;668;489;*****;04072022_145229_060722 - 10_FV_data;DATA_PEÇA;Ardis;04/07/2022; 14:52;Fábrica Vermelha;
5;2011000015039;AGLOM 15MM (2750x2200);AGLOM 15MM;15;2750;2200;6.05;55;4.99;7;8;93.5;98.21;332.75;12.7417;  1:10;GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;16500;10815;0;21.41705;242675005ZP5;TAMPO SUP COLUN;668;489;0.326652;204;66.637008;0.99955512;71.265873743;300;0;0;06/07/22;G26755PR5Z1.1;1117655;;2011000015022;0;0;668;489;68 %;04072022_145229_060722 - 10_FV_data;DATA_PEÇA;Ardis;04/07/2022; 14:52;Fábrica Vermelha;
6;2011000015039;AGLOM 15MM (2750x2200);AGLOM 15MM;15;2750;2200;6.05;8;0.73;1;8;95.32;100;48.4;12.7417;  0:09;GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;13750;14315;0;;;;;;;;;;;;;;;;;;;;;;;;04072022_145229_060722 - 10_FV_data;DATA_LAYOUT;Ardis;04/07/2022; 14:52;Fábrica Vermelha;
6;2011000015039;AGLOM 15MM (2750x2200);AGLOM 15MM;15;2750;2200;6.05;8;0.73;1;8;95.32;100;48.4;12.7417;  0:09;GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;13750;14315;0;32.02962;242675100909;PORTA SUSP G267;698;294;0.205212;72;14.775264;0.22162896;15.501040659;388;0;0;06/07/22;G26751RM092.2;1118567;;2011000015022;0;0;698;294;75 %;04072022_145229_060722 - 10_FV_data;DATA_PEÇA;Ardis;04/07/2022; 14:52;Fábrica Vermelha;
6;2011000015039;AGLOM 15MM (2750x2200);AGLOM 15MM;15;2750;2200;6.05;8;0.73;1;8;95.32;100;48.4;12.7417;  0:09;GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;13750;14315;0;67.97874;242675005ZP5;TAMPO SUP COLUN;668;489;0.326652;96;31.358592;0.47037888;32.898959341;300;0;0;06/07/22;G26755PR5Z1.1;1117655;;2011000015022;0;0;668;489;*****;04072022_145229_060722 - 10_FV_data;DATA_PEÇA;Ardis;04/07/2022; 14:52;Fábrica Vermelha;
