N° Layout;Código chapa ERP usada;Descrição da chapa;Classificação da chapa;Espessura chapa e peça;Comprimento chapa;Largura Chapa;m² da chapa;Quantidade de chapa;m³ total plano;Carregamentos;Quantidade por corte;Aproveitamento;Ocupação Máquina;m² total;Custo R$/m²;Tempo corte;Máquina;Deposito;Cortes N1;Cortes N2;Cortes N3;% peça no plano;Código peça ERP;Descrição da peça;Comprimento da peça;Largura da peça;m² líquido peça; Quantidade programada;m² líquido total peça;m³ líquido total peça;m² bruto peça;Quantidade produzida;Peças superprodução;m² superprodução;Data embalagem;Referência do item;Lote;Lógica Ardis;Código chapa ERP Cadastro;Nível;Prioridade;Comprimento peça final;Largura peça final;% produzido;Nome arquivo data;Tipo dado;Usuário;Data processamento;Hora processamento;Unidade;Descrição Peça 2
3;2013000309026;HDF 2,5MM- LE BRANCO ICE- 1L;3MM FSC BRANCO;2.8;2440;1850;4.514;47;0.59;3;20;89.4;78.33;212.158;40;  0:29;SC11 - SCM Star;MATERIAIS_FV_NORMAL;7320;9918;0;61.53809;242412300902;COSTA;1194;520;0.62088;188;116.72544;0.326831232;130.558769231;500;0;0;05/07/22;G24126RM8N1.1;1120504;;2013000309026;0;0;1194;520;*****;04072022_093450_050722 2 3mm_FV_data;DATA_PEÇA;Ardis;04/07/2022;  9:34;Fábrica Vermelha;
3;2013000309026;HDF 2,5MM- LE BRANCO ICE- 1L;3MM FSC BRANCO;2.8;2440;1850;4.514;47;0.59;3;20;89.4;78.33;212.158;40;  0:29;SC11 - SCM Star;MATERIAIS_FV_NORMAL;7320;9918;0;38.4613;242007700905;COSTA;1194;325;0.38805;188;72.9534;0.20426952;81.599230769;1004;4;1.74;05/07/22;G25121RM8N1.1;1119007;;2013000309026;0;0;1194;325;64.1 %;04072022_093450_050722 2 3mm_FV_data;DATA_PEÇA;Ardis;04/07/2022;  9:34;Fábrica Vermelha;
4;2013000309026;HDF 2,5MM- LE BRANCO ICE- 1L;3MM FSC BRANCO;2.8;2440;1850;4.514;60;0.76;3;20;94.39;100;270.84;40;  0:50;SC11 - SCM Star;MATERIAIS_FV_NORMAL;14640;7809;1300;;;;;;;;;;;;;;;;;;;;;;;;04072022_093450_050722 2 3mm_FV_data;DATA_LAYOUT;Ardis;04/07/2022;  9:34;Fábrica Vermelha;
4;2013000309026;HDF 2,5MM- LE BRANCO ICE- 1L;3MM FSC BRANCO;2.8;2440;1850;4.514;60;0.76;3;20;94.39;100;270.84;40;  0:50;SC11 - SCM Star;MATERIAIS_FV_NORMAL;14640;7809;1300;39.4327;242412600907;FUNDO GAV;516;407;0.210012;480;100.80576;0.282256128;106.801302128;500;0;0;05/07/22;G24126RM8N1.1;1120504;;2013000309026;0;0;516;407;96 %;04072022_093450_050722 2 3mm_FV_data;DATA_PEÇA;Ardis;04/07/2022;  9:34;Fábrica Vermelha;
4;2013000309026;HDF 2,5MM- LE BRANCO ICE- 1L;3MM FSC BRANCO;2.8;2440;1850;4.514;60;0.76;3;20;94.39;100;270.84;40;  0:50;SC11 - SCM Star;MATERIAIS_FV_NORMAL;14640;7809;1300;5.91926;2425401009045;COSTA;388;325;0.1261;120;15.132;0.0423696;16.031993646;122;0;0;07/07/22;G24400GM092.1;1120493;;2013000309026;0;3;388;325;98.4 %;04072022_093450_050722 2 3mm_FV_data;DATA_PEÇA;Ardis;04/07/2022;  9:34;Fábrica Vermelha;COSTA
4;2013000309026;HDF 2,5MM- LE BRANCO ICE- 1L;3MM FSC BRANCO;2.8;2440;1850;4.514;60;0.76;3;20;94.39;100;270.84;40;  0:50;SC11 - SCM Star;MATERIAIS_FV_NORMAL;14640;7809;1300;54.64638;242007700905;COSTA;1194;325;0.38805;360;139.698;0.3911544;148.006704226;1004;4;1.64;05/07/22;G25121RM8N1.1;1119007;;2013000309026;0;0;1194;325;*****;04072022_093450_050722 2 3mm_FV_data;DATA_PEÇA;Ardis;04/07/2022;  9:34;Fábrica Vermelha;
5;2013000309026;HDF 2,5MM- LE BRANCO ICE- 1L;3MM FSC BRANCO;2.8;2440;1850;4.514;36;0.46;2;20;90.04;90;162.504;40;  0:23;SC11 - SCM Star;MATERIAIS_FV_NORMAL;7320;14336;0;;;;;;;;;;;;;;;;;;;;;;;;04072022_093450_050722 2 3mm_FV_data;DATA_LAYOUT;Ardis;04/07/2022;  9:34;Fábrica Vermelha;
5;2013000309026;HDF 2,5MM- LE BRANCO ICE- 1L;3MM FSC BRANCO;2.8;2440;1850;4.514;36;0.46;2;20;90.04;90;162.504;40;  0:23;SC11 - SCM Star;MATERIAIS_FV_NORMAL;7320;14336;0;100.0022;242575700903;COSTA;896;324;0.290304;504;146.313216;0.409677005;162.504;600;0;0;05/07/22;G25757RM8N1.1;1119010;;2013000309026;0;0;896;324;98 %;04072022_093450_050722 2 3mm_FV_data;DATA_PEÇA;Ardis;04/07/2022;  9:34;Fábrica Vermelha;
6;2013000309026;HDF 2,5MM- LE BRANCO ICE- 1L;3MM FSC BRANCO;2.8;2440;1850;4.514;2;0.03;1;20;94.18;10;9.028;40;  0:19;SC11 - SCM Star;MATERIAIS_FV_NORMAL;9760;13222;2567;;;;;;;;;;;;;;;;;;;;;;;;04072022_093450_050722 2 3mm_FV_data;DATA_LAYOUT;Ardis;04/07/2022;  9:34;Fábrica Vermelha;
6;2013000309026;HDF 2,5MM- LE BRANCO ICE- 1L;3MM FSC BRANCO;2.8;2440;1850;4.514;2;0.03;1;20;94.18;10;9.028;40;  0:19;SC11 - SCM Star;MATERIAIS_FV_NORMAL;9760;13222;2567;49.41459;242412600907;FUNDO GAV;516;407;0.210012;20;4.20024;0.011760672;4.459768072;500;0;0;05/07/22;G24126RM8N1.1;1120504;;2013000309026;0;0;516;407;*****;04072022_093450_050722 2 3mm_FV_data;DATA_PEÇA;Ardis;04/07/2022;  9:34;Fábrica Vermelha;
6;2013000309026;HDF 2,5MM- LE BRANCO ICE- 1L;3MM FSC BRANCO;2.8;2440;1850;4.514;2;0.03;1;20;94.18;10;9.028;40;  0:19;SC11 - SCM Star;MATERIAIS_FV_NORMAL;9760;13222;2567;2.96706;2425401009045;COSTA;388;325;0.1261;2;0.2522;0.00070616;0.267783152;122;0;0;07/07/22;G24400GM092.1;1120493;;2013000309026;0;3;388;325;*****;04072022_093450_050722 2 3mm_FV_data;DATA_PEÇA;Ardis;04/07/2022;  9:34;Fábrica Vermelha;COSTA
6;2013000309026;HDF 2,5MM- LE BRANCO ICE- 1L;3MM FSC BRANCO;2.8;2440;1850;4.514;2;0.03;1;20;94.18;10;9.028;40;  0:19;SC11 - SCM Star;MATERIAIS_FV_NORMAL;9760;13222;2567;6.66522;242007100912;FUNDO GAV;407;348;0.141636;4;0.566544;0.001586323;0.601550112;4;0;0;07/07/22;G2007150092.1;1118957;;2013000309026;0;3;407;348;*****;04072022_093450_050722 2 3mm_FV_data;DATA_PEÇA;Ardis;04/07/2022;  9:34;Fábrica Vermelha;FUNDO GAV
6;2013000309026;HDF 2,5MM- LE BRANCO ICE- 1L;3MM FSC BRANCO;2.8;2440;1850;4.514;2;0.03;1;20;94.18;10;9.028;40;  0:19;SC11 - SCM Star;MATERIAIS_FV_NORMAL;9760;13222;2567;40.98409;242575700903;COSTA;896;324;0.290304;12;3.483648;0.009754214;3.698898664;600;0;0;05/07/22;G25757RM8N1.1;1119010;;2013000309026;0;0;896;324;*****;04072022_093450_050722 2 3mm_FV_data;DATA_PEÇA;Ardis;04/07/2022;  9:34;Fábrica Vermelha;
