N° Layout;Código chapa ERP usada;Descrição da chapa;Classificação da chapa;Espessura chapa e peça;Comprimento chapa;Largura Chapa;m² da chapa;Quantidade de chapa;m³ total plano;Carregamentos;Quantidade por corte;Aproveitamento;Ocupação Máquina;m² total;Custo R$/m²;Tempo corte;Máquina;Deposito;Cortes N1;Cortes N2;Cortes N3;% peça no plano;Código peça ERP;Descrição da peça;Comprimento da peça;Largura da peça;m² líquido peça; Quantidade programada;m² líquido total peça;m³ líquido total peça;m² bruto peça;Quantidade produzida;Peças superprodução;m² superprodução;Data embalagem;Referência do item;Lote;Lógica Ardis;Código chapa ERP Cadastro;Nível;Prioridade;Comprimento peça final;Largura peça final;% produzido;Nome arquivo data;Tipo dado;Usuário;Data processamento;Hora processamento;Unidade;Descrição Peça 2
1;2011000015022;AGLOM 15MM (2750x1850);AGLOM 15MM;15;2750;1850;5.0875;40;3.05;5;8;94.36;100;203.5;13.7755;  0:52;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;8250;13780;180;;;;;;;;;;;;;;;;;;;;;;;;20220926_103111_280922 -6_FV_data;DATA_LAYOUT;Ardis;26/09/2022; 10:31;FV;PORTA BASC G24126RM
1;2011000015022;AGLOM 15MM (2750x1850);AGLOM 15MM;15;2750;1850;5.0875;40;3.05;5;8;94.36;100;203.5;13.7755;  0:52;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;8250;13780;180;3.64362;242412600915;PORTA BASC G241;597;293;0.174921;40;6.99684;0.1049526;7.414934449;500;0;0;28/09/22;G24126RM091.1;1130648;;2011000015022;0;0;595;291;8 %;20220926_103111_280922 -6_FV_data;DATA_PECA;Ardis;26/09/2022; 10:31;FV;PORTA BASC G24126RM
1;2011000015022;AGLOM 15MM (2750x1850);AGLOM 15MM;15;2750;1850;5.0875;40;3.05;5;8;94.36;100;203.5;13.7755;  0:52;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;8250;13780;180;23.80166;242412600906;FRENTE GAV;597;319;0.190443;240;45.70632;0.6855948;48.437489884;250;0;0;28/09/22;G24126RM091.1;1130648;;2011000015022;0;0;595;156;96 %;20220926_103111_280922 -6_FV_data;DATA_PECA;Ardis;26/09/2022; 10:31;FV;FRENTE GAV
1;2011000015022;AGLOM 15MM (2750x1850);AGLOM 15MM;15;2750;1850;5.0875;40;3.05;5;8;94.36;100;203.5;13.7755;  0:52;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;8250;13780;180;6.09342;242412600914;PORTA INF ESQ G;597;490;0.29253;40;11.7012;0.175518;12.400402321;500;0;0;28/09/22;G24126RM091.1;1130648;;2011000015022;0;0;595;488;8 %;20220926_103111_280922 -6_FV_data;DATA_PECA;Ardis;26/09/2022; 10:31;FV;PORTA INF ESQ G24126RM
1;2011000015022;AGLOM 15MM (2750x1850);AGLOM 15MM;15;2750;1850;5.0875;40;3.05;5;8;94.36;100;203.5;13.7755;  0:52;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;8250;13780;180;65.29417;242412600916;TAMPO G24126RM;1201;522;0.626922;200;125.3844;1.880766;132.876713912;500;0;0;28/09/22;G24126RM091.1;1130648;;2011000015022;0;0;1199;520;40 %;20220926_103111_280922 -6_FV_data;DATA_PECA;Ardis;26/09/2022; 10:31;FV;TAMPO G24126RM
1;2011000015022;AGLOM 15MM (2750x1850);AGLOM 15MM;15;2750;1850;5.0875;40;3.05;5;8;94.36;100;203.5;13.7755;  0:52;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;8250;13780;180;1.16482;242415300917;MONTANTE G24153;466;60;0.02796;80;2.2368;0.033552;2.370459433;180;0;0;28/09/22;G24153PR091.1;1130101;;2011000015022;0;3;466;60;44.4 %;20220926_103111_280922 -6_FV_data;DATA_PECA;Ardis;26/09/2022; 10:31;FV;MONTANTE G24153PR
2;2011000015022;AGLOM 15MM (2750x1850);AGLOM 15MM;15;2750;1850;5.0875;10;0.76;2;8;94.02;62.5;50.875;13.7755;  0:17;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;8250;13183;180;;;;;;;;;;;;;;;;;;;;;;;;20220926_103111_280922 -6_FV_data;DATA_LAYOUT;Ardis;26/09/2022; 10:31;FV;PORTA BASC G24126RM
2;2011000015022;AGLOM 15MM (2750x1850);AGLOM 15MM;15;2750;1850;5.0875;10;0.76;2;8;94.02;62.5;50.875;13.7755;  0:17;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;8250;13183;180;10.97142;242412600915;PORTA BASC G241;597;293;0.174921;30;5.24763;0.07871445;5.581329315;500;0;0;28/09/22;G24126RM091.1;1130648;;2011000015022;0;0;595;291;14 %;20220926_103111_280922 -6_FV_data;DATA_PECA;Ardis;26/09/2022; 10:31;FV;PORTA BASC G24126RM
2;2011000015022;AGLOM 15MM (2750x1850);AGLOM 15MM;15;2750;1850;5.0875;10;0.76;2;8;94.02;62.5;50.875;13.7755;  0:17;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;8250;13183;180;3.98166;242412600906;FRENTE GAV;597;319;0.190443;10;1.90443;0.02856645;2.025533619;250;0;0;28/09/22;G24126RM091.1;1130648;;2011000015022;0;0;595;156;*****;20220926_103111_280922 -6_FV_data;DATA_PECA;Ardis;26/09/2022; 10:31;FV;FRENTE GAV
2;2011000015022;AGLOM 15MM (2750x1850);AGLOM 15MM;15;2750;1850;5.0875;10;0.76;2;8;94.02;62.5;50.875;13.7755;  0:17;SC08 - GABIANNI GALAXY T3;MATERIAIS_FV_NORMAL;8250;13183;180;18.34811;242412600914;PORTA INF ESQ G;597;490;0.29253;30;8.7759;0.1316385;9.3339637;500;0;0;28/09/22;G24126RM091.1;1130648;;2011000015022;0;0;595;488;14 %;20220926_103111_280922 -6_FV_data;DATA_PECA;Ardis;26/09/2022; 10:31;FV;PORTA INF ESQ G24126RM
